Metadata_JCP2022,Metadata_broad_sample,Metadata_Name,Metadata_Vector,Metadata_Transcript,l,Metadata_NCBI_Gene_ID,Metadata_Taxon_ID,Metadata_Gene_Description,Metadata_Prot_Match,Metadata_Insert_Length,Metadata_pert_type
JCP2022_900167,ccsbBroad304_00179,ORF010442.1_TRC304.1,pLX_304,NM_001731.3,BTG1,694,9606,BTG anti-proliferation factor 1,100,513,trt
JCP2022_900168,ccsbBroad304_00180,ORF015450.1_TRC304.1,pLX_304,NM_000061.2,BTK,695,9606,Bruton tyrosine kinase,100,1977,trt
JCP2022_900169,ccsbBroad304_00181,ORF013398.1_TRC304.1,pLX_304,NM_001371184.1,C1QB,713,9606,complement C1q B chain,100,759,trt
JCP2022_900170,ccsbBroad304_00182,ORF013053.1_TRC304.1,pLX_304,NM_001733.7,C1R,715,9606,complement C1r,99.8,2115,trt
JCP2022_900171,ccsbBroad304_00183,ORF012803.1_TRC304.1,pLX_304,NM_201442.4,C1S,716,9606,complement C1s,100,2064,trt
JCP2022_900172,ccsbBroad304_00185,ORF008006.1_TRC304.1,pLX_304,NM_001326475.2,C3AR1,719,9606,complement C3a receptor 1,100,1446,trt
JCP2022_900173,ccsbBroad304_00186,ORF014175.1_TRC304.1,pLX_304,NM_001017364.1,C4BPB,725,9606,complement component 4 binding protein beta,100,753,trt
JCP2022_900174,ccsbBroad304_00187,ORF015423.1_TRC304.1,pLX_304,NM_004055.5,CAPN5,726,9606,calpain 5,100,1920,trt
JCP2022_900175,ccsbBroad304_00188,ORF010611.1_TRC304.1,pLX_304,NM_001736.4,C5AR1,728,9606,complement C5a receptor 1,99.4,1050,trt
JCP2022_900176,ccsbBroad304_00189,ORF011559.1_TRC304.1,pLX_304,NM_000587.4,C7,730,9606,complement C7,100,2529,trt
JCP2022_900177,ccsbBroad304_00190,ORF015952.1_TRC304.1,pLX_304,NM_001737.5,C9,735,9606,complement C9,100,1677,trt
JCP2022_900178,ccsbBroad304_00191,ORF004822.1_TRC304.1,pLX_304,NM_004927.4,MRPL49,740,9606,mitochondrial ribosomal protein L49,100,498,trt
JCP2022_900179,ccsbBroad304_00192,ORF014933.1_TRC304.1,pLX_304,NM_001584.2,MPPED2,744,9606,metallophosphoesterase domain containing 2,100,882,trt
JCP2022_900180,ccsbBroad304_00194,ORF011116.1_TRC304.1,pLX_304,NR_122031.1,GAS8-AS1,750,9606,GAS8 antisense RNA 1,,351,trt
JCP2022_900181,ccsbBroad304_00195,ORF012338.1_TRC304.1,pLX_304,NM_181482.5,LDLRAD4,753,9606,low density lipoprotein receptor class A domain containing 4,100,864,trt
JCP2022_900182,ccsbBroad304_00196,ORF012063.1_TRC304.1,pLX_304,NM_006134.7,TMEM50B,757,9606,transmembrane protein 50B,100,474,trt
JCP2022_900183,ccsbBroad304_00197,ORF016856.1_TRC304.1,pLX_304,NM_001044370.2,MPPED1,758,9606,metallophosphoesterase domain containing 1,100,978,trt
JCP2022_900184,ccsbBroad304_00198,ORF007505.1_TRC304.1,pLX_304,NM_001128831.4,CA1,759,9606,carbonic anhydrase 1,100,783,trt
JCP2022_900185,ccsbBroad304_00199,ORF017359.1_TRC304.1,pLX_304,NM_000717.5,CA4,762,9606,carbonic anhydrase 4,100,936,trt
JCP2022_900186,ccsbBroad304_00200,ORF009989.1_TRC304.1,pLX_304,NM_001321837.2,CA8,767,9606,carbonic anhydrase 8,100,870,trt
JCP2022_900187,ccsbBroad304_00201,ORF011717.1_TRC304.1,pLX_304,NM_001217.5,CA11,770,9606,carbonic anhydrase 11,100,984,trt
JCP2022_900188,ccsbBroad304_00202,ORF014303.1_TRC304.1,pLX_304,NM_000726.4,CACNB4,785,9606,calcium voltage-gated channel auxiliary subunit beta 4,100,1560,trt
JCP2022_900189,ccsbBroad304_00203,ORF006196.1_TRC304.1,pLX_304,NM_000727.4,CACNG1,786,9606,calcium voltage-gated channel auxiliary subunit gamma 1,100,666,trt
JCP2022_900190,ccsbBroad304_00204,ORF006410.1_TRC304.1,pLX_304,NM_001033952.2,CALCA,796,9606,calcitonin related polypeptide alpha,100,423,trt
JCP2022_900191,ccsbBroad304_00205,ORF003779.1_TRC304.1,pLX_304,NM_000728.4,CALCB,797,9606,calcitonin related polypeptide beta,100,381,trt
JCP2022_900192,ccsbBroad304_00206,ORF005470.1_TRC304.1,pLX_304,NM_004342.7,CALD1,800,9606,caldesmon 1,100,1614,trt
JCP2022_900193,ccsbBroad304_00207,ORF016273.1_TRC304.1,pLX_304,NM_001743.6,CALM2,805,9606,calmodulin 2,100,447,trt
JCP2022_900194,ccsbBroad304_00208,ORF015578.1_TRC304.1,pLX_304,NM_001329922.1,CALM3,808,9606,calmodulin 3,100,447,trt
JCP2022_900195,ccsbBroad304_00209,ORF004611.1_TRC304.1,pLX_304,NM_005185.4,CALML3,810,9606,calmodulin like 3,100,447,trt
JCP2022_900196,ccsbBroad304_00210,ORF003859.1_TRC304.1,pLX_304,NM_004343.3,CALR,811,9606,calreticulin,100,1251,trt
JCP2022_900197,ccsbBroad304_00211,ORF004888.1_TRC304.1,pLX_304,NM_001219.5,CALU,813,9606,calumenin,100,945,trt
JCP2022_900198,ccsbBroad304_00212,ORF000189.1_TRC304.1,pLX_304,NM_001745.4,CAMLG,819,9606,calcium modulating ligand,100,888,trt
JCP2022_900199,ccsbBroad304_00213,ORF008581.1_TRC304.1,pLX_304,NM_004345.5,CAMP,820,9606,cathelicidin antimicrobial peptide,100,510,trt
JCP2022_900200,ccsbBroad304_00214,ORF001853.1_TRC304.1,pLX_304,NM_001198869.1,CAPN1,823,9606,calpain 1,100,2142,trt
JCP2022_900201,ccsbBroad304_00215,ORF008216.1_TRC304.1,pLX_304,NM_173088.1,CAPN3,825,9606,calpain 3,100,927,trt
JCP2022_900202,ccsbBroad304_00216,ORF017202.1_TRC304.1,pLX_304,NM_173089.1,CAPN3,825,9606,calpain 3,100,468,trt
JCP2022_900203,ccsbBroad304_00217,ORF017295.1_TRC304.1,pLX_304,NM_014289.4,CAPN6,827,9606,calpain 6,100,1923,trt
JCP2022_900204,ccsbBroad304_00218,ORF007838.1_TRC304.1,pLX_304,NM_004930.5,CAPZB,832,9606,capping actin protein of muscle Z-line subunit beta,100,816,trt
JCP2022_900205,ccsbBroad304_00219,ORF001343.1_TRC304.1,pLX_304,NM_001751.6,CARS1,833,9606,cysteinyl-tRNA synthetase 1,100,2244,trt
JCP2022_900206,ccsbBroad304_00220,ORF009598.1_TRC304.1,pLX_304,NM_033293.4,CASP1,834,9606,caspase 1,100,933,trt
JCP2022_900207,ccsbBroad304_00221,ORF002160.1_TRC304.1,pLX_304,NM_032991.2,CASP3,836,9606,caspase 3,100,831,trt
JCP2022_900208,ccsbBroad304_00222,ORF010993.1_TRC304.1,pLX_304,NM_001226.4,CASP6,839,9606,caspase 6,100,879,trt
JCP2022_900209,ccsbBroad304_00223,ORF013609.1_TRC304.1,pLX_304,NM_001278054.1,CASP9,842,9606,caspase 9,49.8,1070,trt
JCP2022_900210,ccsbBroad304_00225,ORF003073.1_TRC304.1,pLX_304,NM_001752.4,CAT,847,9606,catalase,100,1581,trt
JCP2022_900211,ccsbBroad304_00226,ORF017671.1_TRC304.1,pLX_304,NM_001753.5,CAV1,857,9606,caveolin 1,100,534,trt
JCP2022_900212,ccsbBroad304_00227,ORF015394.1_TRC304.1,pLX_304,NM_001233.5,CAV2,858,9606,caveolin 2,100,486,trt
JCP2022_900213,ccsbBroad304_00228,ORF018456.1_TRC304.1,pLX_304,NM_001234.5,CAV3,859,9606,caveolin 3,100,453,trt
JCP2022_900214,ccsbBroad304_00231,ORF016688.1_TRC304.1,pLX_304,NM_001755.3,CBFB,865,9606,core-binding factor subunit beta,100,546,trt
JCP2022_900215,ccsbBroad304_00232,ORF004400.1_TRC304.1,pLX_304,NM_001756.4,SERPINA6,866,9606,serpin family A member 6,99.7,1215,trt
JCP2022_900216,ccsbBroad304_00233,ORF006886.1_TRC304.1,pLX_304,NM_001757.4,CBR1,873,9606,carbonyl reductase 1,100,831,trt
JCP2022_900217,ccsbBroad304_00237,ORF011420.1_TRC304.1,pLX_304,NM_001760.4,CCND3,896,9606,cyclin D3,100,876,trt
JCP2022_900218,ccsbBroad304_00238,ORF011374.1_TRC304.1,pLX_304,XM_024451870.1,MTG2,26164,9606,mitochondrial ribosome associated GTPase 2,3.1,749,trt
JCP2022_900219,ccsbBroad304_00239,ORF012565.1_TRC304.1,pLX_304,NM_001364015.1,CCNG1,900,9606,cyclin G1,100,885,trt
JCP2022_900220,ccsbBroad304_00240,ORF017349.1_TRC304.1,pLX_304,NM_001239.4,CCNH,902,9606,cyclin H,100,969,trt
JCP2022_900221,ccsbBroad304_00242,ORF017028.1_TRC304.1,pLX_304,NM_001764.3,CD1B,910,9606,CD1b molecule,100,999,trt
JCP2022_900222,ccsbBroad304_00243,ORF017910.1_TRC304.1,pLX_304,NM_001766.3,CD1D,912,9606,CD1d molecule,100,1005,trt
JCP2022_900223,ccsbBroad304_00244,ORF001562.1_TRC304.1,pLX_304,NM_000732.4,CD3D,915,9606,CD3d molecule,100,513,trt
JCP2022_900224,ccsbBroad304_00245,ORF006845.1_TRC304.1,pLX_304,NM_000073.2,CD3G,917,9606,CD3g molecule,100,546,trt
JCP2022_900225,ccsbBroad304_00246,ORF011240.1_TRC304.1,pLX_304,NM_198053.2,CD247,919,9606,CD247 molecule,100,492,trt
JCP2022_900226,ccsbBroad304_00247,ORF014693.1_TRC304.1,pLX_304,NM_005894.3,CD5L,922,9606,CD5 molecule like,100,1041,trt
JCP2022_900227,ccsbBroad304_00248,ORF015129.1_TRC304.1,pLX_304,NM_006137.7,CD7,924,9606,CD7 molecule,100,720,trt
JCP2022_900228,ccsbBroad304_00249,ORF003908.1_TRC304.1,pLX_304,NM_001174104.1,CD14,929,9606,CD14 molecule,100,1125,trt
JCP2022_900229,ccsbBroad304_00250,ORF001082.1_TRC304.1,pLX_304,NM_001770.6,CD19,930,9606,CD19 molecule,100,1668,trt
JCP2022_900230,ccsbBroad304_00251,ORF018015.1_TRC304.1,pLX_304,NM_021950.3,MS4A1,931,9606,membrane spanning 4-domains A1,100,891,trt
JCP2022_900231,ccsbBroad304_00252,ORF002659.1_TRC304.1,pLX_304,NM_006138.5,MS4A3,932,9606,membrane spanning 4-domains A3,100,642,trt
JCP2022_900232,ccsbBroad304_00253,ORF014637.1_TRC304.1,pLX_304,NM_001242.4,CD27,939,9606,CD27 molecule,100,780,trt
JCP2022_900233,ccsbBroad304_00254,ORF004456.1_TRC304.1,pLX_304,NM_006139.4,CD28,940,9606,CD28 molecule,100,660,trt
JCP2022_900234,ccsbBroad304_00255,ORF013514.1_TRC304.1,pLX_304,NM_005191.4,CD80,941,9606,CD80 molecule,100,864,trt
JCP2022_900235,ccsbBroad304_00256,ORF001679.1_TRC304.1,pLX_304,NM_001244.3,TNFSF8,944,9606,TNF superfamily member 8,100,702,trt
JCP2022_900236,ccsbBroad304_00257,ORF004276.1_TRC304.1,pLX_304,NM_005506.4,SCARB2,950,9606,scavenger receptor class B member 2,100,1434,trt
JCP2022_900237,ccsbBroad304_00258,ORF008158.1_TRC304.1,pLX_304,NM_001775.4,CD38,952,9606,CD38 molecule,100,900,trt
JCP2022_900238,ccsbBroad304_00259,ORF017122.1_TRC304.1,pLX_304,NM_001250.6,CD40,958,9606,CD40 molecule,100,831,trt
JCP2022_900239,ccsbBroad304_00261,ORF006246.1_TRC304.1,pLX_304,NM_001040033.1,CD53,963,9606,CD53 molecule,100,657,trt
JCP2022_900240,ccsbBroad304_00262,ORF007105.1_TRC304.1,pLX_304,NM_001127226.1,CD59,966,9606,CD59 molecule (CD59 blood group),100,384,trt
JCP2022_900241,ccsbBroad304_00263,ORF013428.1_TRC304.1,pLX_304,NM_001251.3,CD68,968,9606,CD68 molecule,100,1062,trt
JCP2022_900242,ccsbBroad304_00264,ORF002168.1_TRC304.1,pLX_304,NM_001781.2,CD69,969,9606,CD69 molecule,100,597,trt
JCP2022_900243,ccsbBroad304_00265,ORF004516.1_TRC304.1,pLX_304,NM_001782.3,CD72,971,9606,CD72 molecule,100,1077,trt
JCP2022_900244,ccsbBroad304_00266,ORF015993.1_TRC304.1,pLX_304,NM_004355.3,CD74,972,9606,CD74 molecule,100,696,trt
JCP2022_900245,ccsbBroad304_00267,ORF003285.1_TRC304.1,pLX_304,NM_001783.4,CD79A,973,9606,CD79a molecule,100,678,trt
JCP2022_900246,ccsbBroad304_00268,ORF009809.1_TRC304.1,pLX_304,NM_004356.3,CD81,975,9606,CD81 molecule,100,708,trt
JCP2022_900247,ccsbBroad304_00270,ORF018070.1_TRC304.1,pLX_304,NM_001320918.1,CDK1,983,9606,cyclin dependent kinase 1,100,891,trt
JCP2022_900248,ccsbBroad304_00271,ORF003836.1_TRC304.1,pLX_304,NM_001255.3,CDC20,991,9606,cell division cycle 20,100,1497,trt
JCP2022_900249,ccsbBroad304_00272,ORF017501.1_TRC304.1,pLX_304,NM_001789.3,CDC25A,993,9606,cell division cycle 25A,100,1572,trt
JCP2022_900250,ccsbBroad304_00273,ORF016078.1_TRC304.1,pLX_304,NM_021873.3,CDC25B,994,9606,cell division cycle 25B,100,1740,trt
JCP2022_900251,ccsbBroad304_00274,ORF008306.1_TRC304.1,pLX_304,NM_004359.2,CDC34,997,9606,cell division cycle 34,100,708,trt
JCP2022_900252,ccsbBroad304_00275,ORF007392.1_TRC304.1,pLX_304,NM_004062.4,CDH16,1014,9606,cadherin 16,100,2487,trt
JCP2022_900253,ccsbBroad304_00276,ORF013293.1_TRC304.1,pLX_304,NM_001798.5,CDK2,1017,9606,cyclin dependent kinase 2,30.1,893,trt
JCP2022_900254,ccsbBroad304_00277,ORF012672.1_TRC304.1,pLX_304,NM_000075.4,CDK4,1019,9606,cyclin dependent kinase 4,100,909,trt
JCP2022_900255,ccsbBroad304_00278,ORF010134.1_TRC304.1,pLX_304,NM_004935.4,CDK5,1020,9606,cyclin dependent kinase 5,100,876,trt
JCP2022_900256,ccsbBroad304_00279,ORF010930.1_TRC304.1,pLX_304,NM_001145306.1,CDK6,1021,9606,cyclin dependent kinase 6,100,978,trt
JCP2022_900257,ccsbBroad304_00280,ORF012864.1_TRC304.1,pLX_304,NM_001799.4,CDK7,1022,9606,cyclin dependent kinase 7,100,1038,trt
JCP2022_900258,ccsbBroad304_00281,ORF011987.1_TRC304.1,pLX_304,NM_001260.3,CDK8,1024,9606,cyclin dependent kinase 8,100,1392,trt
JCP2022_900259,ccsbBroad304_00282,ORF009291.1_TRC304.1,pLX_304,NM_078467.2,CDKN1A,1026,9606,cyclin dependent kinase inhibitor 1A,100,492,trt
JCP2022_900260,ccsbBroad304_00283,ORF001494.1_TRC304.1,pLX_304,NM_001262.2,CDKN2C,1031,9606,cyclin dependent kinase inhibitor 2C,100,504,trt
JCP2022_900261,ccsbBroad304_00284,ORF003236.1_TRC304.1,pLX_304,NM_079421.3,CDKN2D,1032,9606,cyclin dependent kinase inhibitor 2D,100,498,trt
JCP2022_900262,ccsbBroad304_00285,ORF016673.1_TRC304.1,pLX_304,NM_001130851.1,CDKN3,1033,9606,cyclin dependent kinase inhibitor 3,100,516,trt
JCP2022_900263,ccsbBroad304_00286,ORF005246.1_TRC304.1,pLX_304,NM_001263.4,CDS1,1040,9606,CDP-diacylglycerol synthase 1,100,1383,trt
JCP2022_900264,ccsbBroad304_00287,ORF008900.1_TRC304.1,pLX_304,NM_005193.1,CDX4,1046,9606,caudal type homeobox 4,100,852,trt
JCP2022_900265,ccsbBroad304_00288,ORF014133.1_TRC304.1,pLX_304,NM_001130675.1,CLGN,1047,9606,calmegin,100,1830,trt
JCP2022_900266,ccsbBroad304_00289,ORF011627.1_TRC304.1,pLX_304,NM_001805.3,CEBPE,1053,9606,CCAAT enhancer binding protein epsilon,100,843,trt
JCP2022_900267,ccsbBroad304_00290,ORF016845.1_TRC304.1,pLX_304,NM_001252296.1,CEBPG,1054,9606,CCAAT enhancer binding protein gamma,100,450,trt
JCP2022_900268,ccsbBroad304_00292,ORF015820.1_TRC304.1,pLX_304,NM_001809.4,CENPA,1058,9606,centromere protein A,100,420,trt
JCP2022_900269,ccsbBroad304_00293,ORF015384.1_TRC304.1,pLX_304,NM_004066.3,CETN1,1068,9606,centrin 1,100,516,trt
JCP2022_900270,ccsbBroad304_00294,ORF018538.1_TRC304.1,pLX_304,NM_004365.3,CETN3,1070,9606,centrin 3,100,501,trt
JCP2022_900271,ccsbBroad304_00296,ORF017604.1_TRC304.1,pLX_304,NM_001815.5,CEACAM3,1084,9606,CEA cell adhesion molecule 3,100,756,trt
JCP2022_900272,ccsbBroad304_00297,ORF000552.1_TRC304.1,pLX_304,NM_001816.4,CEACAM8,1088,9606,CEA cell adhesion molecule 8,100,1047,trt
JCP2022_900273,ccsbBroad304_00298,ORF018171.1_TRC304.1,pLX_304,NM_001267.3,CHAD,1101,9606,chondroadherin,100,1077,trt
JCP2022_900274,ccsbBroad304_00299,ORF006442.1_TRC304.1,pLX_304,NM_001352424.2,RCBTB2,1102,9606,RCC1 and BTB domain containing protein 2,100,1653,trt
JCP2022_900275,ccsbBroad304_00300,ORF008047.1_TRC304.1,pLX_304,NM_001048199.2,RCC1,1104,9606,regulator of chromosome condensation 1,100,1263,trt
JCP2022_900276,ccsbBroad304_00301,ORF016691.1_TRC304.1,pLX_304,NM_001042572.3,CHD2,1106,9606,chromodomain helicase DNA binding protein 2,100,1503,trt
JCP2022_900277,ccsbBroad304_00302,ORF017992.1_TRC304.1,pLX_304,NM_005197.4,FOXN3,1112,9606,forkhead box N3,100,1404,trt
JCP2022_900278,ccsbBroad304_00303,ORF015224.1_TRC304.1,pLX_304,NM_001371513.1,CHN1,1123,9606,chimerin 1,100,1377,trt
JCP2022_900279,ccsbBroad304_00304,ORF008827.1_TRC304.1,pLX_304,NM_000739.2,CHRM2,1129,9606,cholinergic receptor muscarinic 2,100,1398,trt
JCP2022_900280,ccsbBroad304_00305,ORF018412.1_TRC304.1,pLX_304,NM_000740.3,CHRM3,1131,9606,cholinergic receptor muscarinic 3,100,1770,trt
JCP2022_900281,ccsbBroad304_00306,ORF010790.1_TRC304.1,pLX_304,NM_000741.5,CHRM4,1132,9606,cholinergic receptor muscarinic 4,100,1437,trt
JCP2022_900282,ccsbBroad304_00307,ORF007601.1_TRC304.1,pLX_304,NM_001166694.2,CHRNA3,1136,9606,cholinergic receptor nicotinic alpha 3 subunit,100,1467,trt
JCP2022_900283,ccsbBroad304_00308,ORF003640.1_TRC304.1,pLX_304,NM_000747.3,CHRNB1,1140,9606,cholinergic receptor nicotinic beta 1 subunit,100,1503,trt
JCP2022_900284,ccsbBroad304_00309,ORF010970.1_TRC304.1,pLX_304,NM_000748.3,CHRNB2,1141,9606,cholinergic receptor nicotinic beta 2 subunit,100,1506,trt
JCP2022_900285,ccsbBroad304_00311,ORF009172.1_TRC304.1,pLX_304,NM_000751.3,CHRND,1144,9606,cholinergic receptor nicotinic delta subunit,100,1551,trt
JCP2022_900286,ccsbBroad304_00312,ORF015464.1_TRC304.1,pLX_304,NM_001280.2,CIRBP,1153,9606,cold inducible RNA binding protein,100,516,trt
JCP2022_900287,ccsbBroad304_00313,ORF014222.1_TRC304.1,pLX_304,NM_001281.3,TBCB,1155,9606,tubulin folding cofactor B,100,732,trt
JCP2022_900288,ccsbBroad304_00314,ORF000988.1_TRC304.1,pLX_304,NM_020990.4,CKMT1B,1159,9606,"creatine kinase, mitochondrial 1B",100,1251,trt
JCP2022_900289,ccsbBroad304_00315,ORF009236.1_TRC304.1,pLX_304,NM_001825.2,CKMT2,1160,9606,"creatine kinase, mitochondrial 2",100,1257,trt
JCP2022_900290,ccsbBroad304_00316,ORF011726.1_TRC304.1,pLX_304,NM_001826.3,CKS1B,1163,9606,CDC28 protein kinase regulatory subunit 1B,100,237,trt
JCP2022_900291,ccsbBroad304_00318,ORF001896.1_TRC304.1,pLX_304,NM_004068.4,AP2M1,1173,9606,adaptor related protein complex 2 subunit mu 1,100,1305,trt
JCP2022_900292,ccsbBroad304_00319,ORF012271.1_TRC304.1,pLX_304,NM_004069.5,AP2S1,1175,9606,adaptor related protein complex 2 subunit sigma 1,100,426,trt
JCP2022_900293,ccsbBroad304_00320,ORF002811.1_TRC304.1,pLX_304,NM_001284.4,AP3S1,1176,9606,adaptor related protein complex 3 subunit sigma 1,100,579,trt
JCP2022_900294,ccsbBroad304_00321,ORF012872.1_TRC304.1,pLX_304,NM_001830.4,CLCN4,1183,9606,chloride voltage-gated channel 4,100,2280,trt
JCP2022_900295,ccsbBroad304_00322,ORF012041.1_TRC304.1,pLX_304,NM_000084.5,CLCN5,1184,9606,chloride voltage-gated channel 5,100,2238,trt
JCP2022_900296,ccsbBroad304_00323,ORF008566.1_TRC304.1,pLX_304,NM_001831.4,CLU,1191,9606,clusterin,100,1347,trt
JCP2022_900297,ccsbBroad304_00324,ORF010495.1_TRC304.1,pLX_304,NM_001288.4,CLIC1,1192,9606,chloride intracellular channel 1,100,723,trt
JCP2022_900298,ccsbBroad304_00325,ORF002954.1_TRC304.1,pLX_304,NM_001289.6,CLIC2,1193,9606,chloride intracellular channel 2,100,741,trt
JCP2022_900299,ccsbBroad304_00326,ORF010221.1_TRC304.1,pLX_304,NM_004071.4,CLK1,1195,9606,CDC like kinase 1,100,1452,trt
JCP2022_900300,ccsbBroad304_00327,ORF016825.1_TRC304.1,pLX_304,NM_003993.4,CLK2,1196,9606,CDC like kinase 2,100,1494,trt
JCP2022_900301,ccsbBroad304_00328,ORF012468.1_TRC304.1,pLX_304,NM_003992.4,CLK3,1198,9606,CDC like kinase 3,100,1470,trt
JCP2022_900302,ccsbBroad304_00330,ORF010584.1_TRC304.1,pLX_304,NM_001836.5,CMA1,1215,9606,chymase 1,100,741,trt
JCP2022_900303,ccsbBroad304_00331,ORF017782.1_TRC304.1,pLX_304,NM_001295.3,CCR1,1230,9606,C-C motif chemokine receptor 1,100,1065,trt
JCP2022_900304,ccsbBroad304_00332,ORF001242.1_TRC304.1,pLX_304,NM_001837.4,CCR3,1232,9606,C-C motif chemokine receptor 3,100,1065,trt
JCP2022_900305,ccsbBroad304_00333,ORF011521.1_TRC304.1,pLX_304,NM_031409.3,CCR6,1235,9606,C-C motif chemokine receptor 6,100,1122,trt
JCP2022_900306,ccsbBroad304_00334,ORF018008.1_TRC304.1,pLX_304,NM_001296.5,ACKR2,1238,9606,atypical chemokine receptor 2,100,1152,trt
JCP2022_900307,ccsbBroad304_00335,ORF000714.1_TRC304.1,pLX_304,NM_001142345.1,CMKLR1,1240,9606,chemerin chemokine-like receptor 1,100,1119,trt
JCP2022_900308,ccsbBroad304_00336,ORF004745.1_TRC304.1,pLX_304,NM_001298.3,CNGA3,1261,9606,cyclic nucleotide gated channel subunit alpha 3,100,2082,trt
JCP2022_900309,ccsbBroad304_00337,ORF009468.1_TRC304.1,pLX_304,NM_001037329.4,CNGA4,1262,9606,cyclic nucleotide gated channel subunit alpha 4,100,1725,trt
JCP2022_900310,ccsbBroad304_00338,ORF013468.1_TRC304.1,pLX_304,NM_001299.6,CNN1,1264,9606,calponin 1,100,891,trt
JCP2022_900311,ccsbBroad304_00339,ORF012474.1_TRC304.1,pLX_304,NM_001839.5,CNN3,1266,9606,calponin 3,100,987,trt
JCP2022_900312,ccsbBroad304_00340,ORF017945.1_TRC304.1,pLX_304,NM_000614.4,CNTF,1270,9606,ciliary neurotrophic factor,100,600,trt
JCP2022_900313,ccsbBroad304_00341,ORF010194.1_TRC304.1,pLX_304,NM_001207011.1,CNTFR,1271,9606,ciliary neurotrophic factor receptor,100,1116,trt
JCP2022_900314,ccsbBroad304_00342,ORF012610.1_TRC304.1,pLX_304,NM_020351.4,COL8A1,1295,9606,collagen type VIII alpha 1 chain,100,2232,trt
JCP2022_900315,ccsbBroad304_00343,ORF009340.1_TRC304.1,pLX_304,NM_000493.4,COL10A1,1300,9606,collagen type X alpha 1 chain,100,2040,trt
JCP2022_900316,ccsbBroad304_00344,ORF016408.1_TRC304.1,pLX_304,NM_000095.3,COMP,1311,9606,cartilage oligomeric matrix protein,100,2271,trt
JCP2022_900317,ccsbBroad304_00345,ORF005337.1_TRC304.1,pLX_304,NM_001859.4,SLC31A1,1317,9606,solute carrier family 31 member 1,100,570,trt
JCP2022_900318,ccsbBroad304_00347,ORF001118.1_TRC304.1,pLX_304,NM_001302.5,CORT,1325,9606,cortistatin,67.7,465,trt
JCP2022_900319,ccsbBroad304_00348,ORF000965.1_TRC304.1,pLX_304,NM_001244134.1,MAP3K8,1326,9606,mitogen-activated protein kinase kinase kinase 8,100,1401,trt
JCP2022_900320,ccsbBroad304_00349,ORF010245.1_TRC304.1,pLX_304,NM_001318786.2,COX4I1,1327,9606,cytochrome c oxidase subunit 4I1,100,507,trt
JCP2022_900321,ccsbBroad304_00350,ORF002041.1_TRC304.1,pLX_304,NM_001862.3,COX5B,1329,9606,cytochrome c oxidase subunit 5B,100,387,trt
JCP2022_900322,ccsbBroad304_00351,ORF010325.1_TRC304.1,pLX_304,NM_004373.4,COX6A1,1337,9606,cytochrome c oxidase subunit 6A1,100,327,trt
JCP2022_900323,ccsbBroad304_00352,ORF006032.1_TRC304.1,pLX_304,NM_005205.4,COX6A2,1339,9606,cytochrome c oxidase subunit 6A2,100,291,trt
JCP2022_900324,ccsbBroad304_00353,ORF009232.1_TRC304.1,pLX_304,NM_001863.5,COX6B1,1340,9606,cytochrome c oxidase subunit 6B1,100,258,trt
JCP2022_900325,ccsbBroad304_00354,ORF003121.1_TRC304.1,pLX_304,NM_001867.3,COX7C,1350,9606,cytochrome c oxidase subunit 7C,100,189,trt
JCP2022_900326,ccsbBroad304_00355,ORF010686.1_TRC304.1,pLX_304,NM_004074.3,COX8A,1351,9606,cytochrome c oxidase subunit 8A,100,207,trt
JCP2022_900327,ccsbBroad304_00356,ORF005713.1_TRC304.1,pLX_304,NM_001304.5,CPD,1362,9606,carboxypeptidase D,100,4140,trt
JCP2022_900328,ccsbBroad304_00357,ORF014781.1_TRC304.1,pLX_304,NM_001306.4,CLDN3,1365,9606,claudin 3,100,660,trt
JCP2022_900329,ccsbBroad304_00358,ORF001122.1_TRC304.1,pLX_304,NM_001185022.1,CLDN7,1366,9606,claudin 7,100,633,trt
JCP2022_900330,ccsbBroad304_00359,ORF003180.1_TRC304.1,pLX_304,NM_001031847.2,CPT1A,1374,9606,carnitine palmitoyltransferase 1A,100,2268,trt
JCP2022_900331,ccsbBroad304_00360,ORF000135.1_TRC304.1,pLX_304,NM_134442.5,CREB1,1385,9606,cAMP responsive element binding protein 1,100,1023,trt
JCP2022_900332,ccsbBroad304_00361,ORF008942.1_TRC304.1,pLX_304,NM_001256090.2,ATF2,1386,9606,activating transcription factor 2,100,1515,trt
JCP2022_900333,ccsbBroad304_00362,ORF006648.1_TRC304.1,pLX_304,NM_001882.4,CRHBP,1393,9606,corticotropin releasing hormone binding protein,100,966,trt
JCP2022_900334,ccsbBroad304_00363,ORF005459.1_TRC304.1,pLX_304,NM_001311.5,CRIP1,1396,9606,cysteine rich protein 1,100,231,trt
JCP2022_900335,ccsbBroad304_00364,ORF017430.1_TRC304.1,pLX_304,NM_001312.4,CRIP2,1397,9606,cysteine rich protein 2,100,624,trt
JCP2022_900336,ccsbBroad304_00365,ORF018167.1_TRC304.1,pLX_304,NM_001329057.2,CRP,1401,9606,C-reactive protein,100,672,trt
JCP2022_900337,ccsbBroad304_00366,ORF016870.1_TRC304.1,pLX_304,NM_005208.4,CRYBA1,1411,9606,crystallin beta A1,100,645,trt
JCP2022_900338,ccsbBroad304_00367,ORF017103.1_TRC304.1,pLX_304,NM_001887.4,CRYBB1,1414,9606,crystallin beta B1,100,756,trt
